model,sample_size,seed,setting,eval_index,text,true_label,predicted_label,positive_score
CodeBERT,1500,13,D1_to_D1,0,// TODO how to implement this method properly?,1,1,0.99834836
CodeBERT,1500,13,D1_to_D1,1,// i18n[Application.info.jdbcwritersuccess=JDBC debug log set to writer successfully],0,0,0.0019006216
CodeBERT,1500,13,D1_to_D1,2,//}}},0,0,0.0027149855
CodeBERT,1500,13,D1_to_D1,3,//Object class Changed update it.,0,0,0.00206277
CodeBERT,1500,13,D1_to_D1,4,"//TODO: if object was an uninitialized proxy, this is inefficient, // resulting in two SQL selects",1,1,0.9984114
CodeBERT,1500,13,D1_to_D1,5,"/** * Make use of the default visibility, which is public... * TODO: centralise this knowledge. * * @see org.argouml.uml.diagram.ui.AbstractActionRadioMenuItem#valueOfTarget(java.lang.Object) */",1,1,0.99783427
CodeBERT,1500,13,D1_to_D1,6,// method has more than 500 lines; we'll need to split it // and therefore need to use a heap-based scope,1,1,0.9932288
CodeBERT,1500,13,D1_to_D1,7,// I thought this prevented GC. It doesn't // But if two Sessions are open and one is closed the one left open looses // key bindings. For example the Arrow navigation keys. //getKeymap().removeBindings();,0,1,0.988514
CodeBERT,1500,13,D1_to_D1,8,// TODO: This is also defined in the MetaClass too...Consolidate somewhere.,1,1,0.9984084
CodeBERT,1500,13,D1_to_D1,9,// Nothing to do if object tree is opened.,0,0,0.00581996
CodeBERT,1500,13,D1_to_D1,10,"//no need to take a snapshot - this is a //performance optimization, but not really //important, except for entities with huge //mutable property values",1,1,0.99576014
CodeBERT,1500,13,D1_to_D1,11,"// TODO: Before allowing this, we should really check that // TemplateParameter.defaultElement is defined",1,1,0.9983223
CodeBERT,1500,13,D1_to_D1,12,"//TODO: always true for now, but not if we later decide to support elements() in the from clause",1,1,0.9985421
CodeBERT,1500,13,D1_to_D1,13,// hack to move the spaces to the front,1,1,0.9945095
CodeBERT,1500,13,D1_to_D1,14,// Note: this method produces meaningful results // only for RubyIO objects. For everything else returns 0.,0,1,0.9064877
